Date,Time,Day,Is_Holiday,Weather,Station,From_Station,To_Station,Passenger_Entries,Passenger_Exits,Passenger_Count,Occupancy_Percent,Crowd_Level,Train_Speed_kmph,Number_of_Trips,Delay_Minutes,Congestion_Level,Peak_Hour,Train_Frequency_Per_Hour,AI_Recommendation
0,20,4,-0.4034732923929645,1,0,3,0,-0.8893677106769419,-0.6904204783815334,-0.8210276478978157,-0.8225816863512431,1,1.2886633222149544,-1.3891300656169907,-0.7928250444093551,1,-0.7062584224153464,1.4559358285777484,3
0,21,4,-0.4034732923929645,1,9,4,3,-0.883601555678333,-0.8887950897550013,-0.9159274125972371,-0.915925789624912,1,-0.8085942895376487,-1.3891300656169907,-0.0900905607988649,1,-0.7062584224153464,1.4559358285777484,3
0,22,4,-0.4034732923929645,1,1,7,5,-0.4943860932722303,-0.7533965454842216,-0.6390067877366303,-0.6397828174403082,1,-0.6732873468439323,0.4083984872000266,-0.7928250444093551,1,-0.7062584224153464,-0.4768933977844273,3
0,23,4,-0.4034732923929645,0,1,2,4,-0.7913430757005901,-0.5707659508864259,-0.7090148108755479,-0.7097908948955599,1,-0.47032693280335786,-0.1907776970723125,-0.7928250444093551,1,-0.7062584224153464,0.16738301100296457,3
0,24,4,-0.4034732923929645,0,0,7,3,-0.840355393188766,-0.6054027877929044,-0.7525753586064298,-0.7525736088959916,1,-1.6880894170468048,-0.1907776970723125,1.3153784064221155,1,-0.7062584224153464,0.16738301100296457,3
0,25,4,-0.4034732923929645,2,9,5,8,-0.8490046256866793,-0.4668554401669903,-0.6887902708576383,-0.6903442067135456,1,0.9503959654806636,-0.1907776970723125,0.6126439228116253,1,-0.7062584224153464,0.16738301100296457,3
0,26,4,-0.4034732923929645,1,4,0,9,-0.8576538581845928,-0.8761998763344636,-0.8957028725793277,-0.8964791014428977,1,-0.6732873468439323,-1.3891300656169907,-0.7928250444093551,1,-0.7062584224153464,1.4559358285777484,3
0,27,4,-0.4034732923929645,0,7,8,4,-0.4396076207854455,-0.617998001213442,-0.5425512891896774,-0.5425493765302365,1,-0.06440610472220885,-0.7899538813446516,-0.7928250444093551,1,-0.7062584224153464,0.8116594197903564,3
0,28,4,-0.4034732923929645,1,6,7,9,2.3194975460489267,0.5470592401862897,1.5219075264846211,1.5226889083996875,2,-1.011554703578223,0.4083984872000266,-0.0900905607988649,2,1.415912318015382,-0.4768933977844273,0
0,29,4,-0.4034732923929645,0,3,1,8,0.9500357338793061,1.362599309166102,1.1858690154178173,1.1843165340326378,2,-0.7409408181907905,-0.1907776970723125,-0.0900905607988649,2,1.415912318015382,0.16738301100296457,0
0,30,4,-0.4034732923929645,0,6,7,9,0.4973925664885052,0.9973381199705104,0.7611536750417183,0.7603787316647248,1,-1.011554703578223,1.0075746714723657,2.0181128900326053,1,1.415912318015382,-1.1211698065718192,3
0,31,4,-0.4034732923929645,1,7,3,3,0.7251556889335579,1.170522304502903,0.9696220106109391,0.97040296403048,2,-0.6056338754970741,0.4083984872000266,-0.7928250444093551,2,1.415912318015382,-0.4768933977844273,0
