id,trip_id,station_id,occupancy_percentage,current_passengers,capacity,timestamp
5017,6,183,18.857142857142858,264,1400,2026-07-07 07:00:00
5018,71,505,35.785714285714285,501,1400,2026-07-05 00:00:00
5019,65,215,13.428571428571429,188,1400,2026-07-04 08:00:00
5020,68,147,13.642857142857142,191,1400,2026-07-05 12:00:00
5021,45,207,66.78571428571428,935,1400,2026-07-05 10:00:00
5022,34,34,28.42857142857143,398,1400,2026-07-04 14:00:00
5023,59,186,7.428571428571429,104,1400,2026-07-04 05:00:00
5024,74,185,35.0,490,1400,2026-07-07 19:00:00
5025,93,507,67.35714285714286,943,1400,2026-07-07 04:00:00
5026,72,6,8.071428571428571,113,1400,2026-07-05 07:00:00
5027,66,168,10.428571428571429,146,1400,2026-07-01 16:00:00
5028,2,159,8.214285714285714,115,1400,2026-07-03 20:00:00
5029,55,519,65.21428571428571,913,1400,2026-07-05 09:00:00
5030,9,91,7.428571428571429,104,1400,2026-07-02 06:00:00
5031,93,44,12.357142857142858,173,1400,2026-07-02 06:00:00
5032,46,139,11.428571428571429,160,1400,2026-07-07 09:00:00
5033,57,230,10.714285714285714,150,1400,2026-07-07 13:00:00
5034,13,18,18.714285714285715,262,1400,2026-07-02 16:00:00
5035,61,51,81.57142857142857,1142,1400,2026-07-02 01:00:00
5036,10,34,37.92857142857143,531,1400,2026-07-07 04:00:00
5037,6,516,25.357142857142854,355,1400,2026-07-04 09:00:00
5038,90,108,61.142857142857146,856,1400,2026-07-06 19:00:00
5039,85,56,4.5,63,1400,2026-07-04 08:00:00
5040,85,95,6.714285714285714,94,1400,2026-07-04 02:00:00
5041,75,203,10.571428571428571,148,1400,2026-07-02 10:00:00
5042,22,71,15.142857142857144,212,1400,2026-07-01 18:00:00
5043,43,100,32.785714285714285,459,1400,2026-07-02 15:00:00
5044,25,112,17.07142857142857,239,1400,2026-07-04 19:00:00
5045,34,512,52.92857142857142,741,1400,2026-07-01 07:00:00
5046,17,17,32.5,455,1400,2026-07-03 17:00:00
5047,10,43,74.0,1036,1400,2026-07-02 20:00:00
5048,100,29,21.785714285714285,305,1400,2026-07-05 02:00:00
5049,10,520,34.285714285714285,480,1400,2026-07-06 08:00:00
5050,70,159,74.92857142857143,1049,1400,2026-07-02 17:00:00
5051,60,194,21.071428571428573,295,1400,2026-07-06 05:00:00
5052,41,211,4.071428571428572,57,1400,2026-07-05 23:00:00
5053,7,2,26.142857142857146,366,1400,2026-07-04 12:00:00
5054,75,116,9.714285714285714,136,1400,2026-07-05 09:00:00
5055,85,31,59.71428571428572,836,1400,2026-07-05 11:00:00
5056,23,139,29.642857142857142,415,1400,2026-07-06 23:00:00
5057,91,217,3.571428571428571,50,1400,2026-07-04 01:00:00
5058,20,60,7.857142857142857,110,1400,2026-07-04 14:00:00
5059,97,506,7.428571428571429,104,1400,2026-07-03 02:00:00
5060,3,119,7.5,105,1400,2026-07-01 12:00:00
5061,27,210,77.64285714285715,1087,1400,2026-07-03 07:00:00
5062,3,504,4.214285714285714,59,1400,2026-07-01 05:00:00
5063,98,23,10.928571428571429,153,1400,2026-07-04 16:00:00
5064,65,106,6.0,84,1400,2026-07-04 21:00:00
5065,82,12,73.07142857142857,1023,1400,2026-07-01 16:00:00
5066,71,122,18.5,259,1400,2026-07-01 11:00:00
5067,22,113,23.07142857142857,323,1400,2026-07-02 00:00:00
5068,96,229,62.5,875,1400,2026-07-07 20:00:00
5069,49,15,44.0,616,1400,2026-07-04 06:00:00
5070,4,172,29.78571428571429,417,1400,2026-07-03 22:00:00
5071,95,503,33.357142857142854,467,1400,2026-07-05 13:00:00
5072,89,68,37.785714285714285,529,1400,2026-07-01 02:00:00
5073,3,14,14.857142857142858,208,1400,2026-07-06 06:00:00
5074,20,210,42.92857142857143,601,1400,2026-07-05 12:00:00
5075,71,137,26.857142857142858,376,1400,2026-07-01 18:00:00
5076,21,217,36.5,511,1400,2026-07-01 21:00:00
5077,55,166,9.142857142857142,128,1400,2026-07-04 00:00:00
5078,13,35,22.928571428571427,321,1400,2026-07-03 21:00:00
5079,1,29,20.357142857142858,285,1400,2026-07-07 17:00:00
5080,36,205,8.571428571428571,120,1400,2026-07-03 23:00:00
5081,87,62,57.214285714285715,801,1400,2026-07-08 00:00:00
5082,74,209,21.928571428571427,307,1400,2026-07-07 06:00:00
5083,45,516,73.42857142857143,1028,1400,2026-07-07 21:00:00
5084,12,12,49.857142857142854,698,1400,2026-07-05 22:00:00
5085,54,50,28.714285714285715,402,1400,2026-07-01 12:00:00
5086,35,51,20.5,287,1400,2026-07-07 14:00:00
5087,79,133,6.071428571428571,85,1400,2026-07-04 05:00:00
5088,10,39,97.57142857142857,1366,1400,2026-07-06 19:00:00
5089,59,232,3.7142857142857144,52,1400,2026-07-04 21:00:00
5090,88,238,19.142857142857142,268,1400,2026-07-05 16:00:00
5091,37,41,16.0,224,1400,2026-07-03 12:00:00
5092,16,236,7.571428571428572,106,1400,2026-07-07 21:00:00
5093,69,99,5.714285714285714,80,1400,2026-07-05 18:00:00
5094,49,61,7.000000000000001,98,1400,2026-07-03 02:00:00
5095,90,43,13.214285714285715,185,1400,2026-07-02 01:00:00
5096,54,28,7.142857142857142,100,1400,2026-07-06 18:00:00
5097,62,213,6.785714285714286,95,1400,2026-07-04 21:00:00
5098,96,88,15.928571428571429,223,1400,2026-07-05 18:00:00
5099,9,207,6.071428571428571,85,1400,2026-07-02 19:00:00
5100,11,517,75.71428571428571,1060,1400,2026-07-03 13:00:00
5101,92,185,48.642857142857146,681,1400,2026-07-01 20:00:00
5102,63,192,5.285714285714286,74,1400,2026-07-07 13:00:00
5103,9,66,5.714285714285714,80,1400,2026-07-04 17:00:00
5104,98,29,64.5,903,1400,2026-07-06 23:00:00
5105,83,67,13.857142857142858,194,1400,2026-07-02 10:00:00
5106,18,213,84.21428571428572,1179,1400,2026-07-01 03:00:00
5107,4,61,67.92857142857143,951,1400,2026-07-05 04:00:00
5108,99,178,9.0,126,1400,2026-07-03 06:00:00
5109,10,238,54.142857142857146,758,1400,2026-07-04 13:00:00
5110,82,504,86.64285714285714,1213,1400,2026-07-04 03:00:00
5111,92,1,70.28571428571428,984,1400,2026-07-01 13:00:00
5112,71,87,24.071428571428573,337,1400,2026-07-07 23:00:00
5113,20,31,8.571428571428571,120,1400,2026-07-05 00:00:00
5114,27,216,3.571428571428571,50,1400,2026-07-06 18:00:00
5115,12,23,70.14285714285714,982,1400,2026-07-04 14:00:00
5116,5,56,17.642857142857142,247,1400,2026-07-01 14:00:00
5117,82,109,6.571428571428571,92,1400,2026-07-03 18:00:00
5118,13,108,3.8571428571428568,54,1400,2026-07-06 07:00:00
5119,34,97,83.71428571428572,1172,1400,2026-07-02 14:00:00
5120,85,88,18.21428571428571,255,1400,2026-07-06 10:00:00
5121,89,97,16.428571428571427,230,1400,2026-07-06 09:00:00
5122,60,164,6.785714285714286,95,1400,2026-07-07 17:00:00
5123,77,155,36.857142857142854,516,1400,2026-07-07 06:00:00
5124,20,103,19.071428571428573,267,1400,2026-07-06 18:00:00
5125,86,100,11.428571428571429,160,1400,2026-07-07 16:00:00
5126,66,102,9.0,126,1400,2026-07-05 04:00:00
5127,28,508,81.78571428571428,1145,1400,2026-07-06 10:00:00
5128,91,93,12.785714285714286,179,1400,2026-07-01 05:00:00
5129,37,106,73.92857142857143,1035,1400,2026-07-01 10:00:00
5130,77,139,17.57142857142857,246,1400,2026-07-02 07:00:00
5131,62,1,26.92857142857143,377,1400,2026-07-06 23:00:00
5132,60,176,26.857142857142858,376,1400,2026-07-01 06:00:00
5133,93,222,7.928571428571428,111,1400,2026-07-06 21:00:00
5134,83,520,77.0,1078,1400,2026-07-05 03:00:00
5135,66,7,14.428571428571429,202,1400,2026-07-06 04:00:00
5136,4,187,14.071428571428571,197,1400,2026-07-04 00:00:00
5137,82,121,43.0,602,1400,2026-07-07 21:00:00
5138,42,240,9.5,133,1400,2026-07-01 07:00:00
5139,50,140,61.71428571428571,864,1400,2026-07-04 14:00:00
5140,78,124,67.35714285714286,943,1400,2026-07-03 13:00:00
5141,14,96,10.571428571428571,148,1400,2026-07-07 00:00:00
5142,75,181,81.78571428571428,1145,1400,2026-07-08 00:00:00
5143,62,200,21.071428571428573,295,1400,2026-07-05 10:00:00
5144,38,196,37.42857142857143,524,1400,2026-07-04 01:00:00
5145,14,232,32.714285714285715,458,1400,2026-07-01 14:00:00
5146,36,217,98.64285714285714,1381,1400,2026-07-01 08:00:00
5147,19,225,31.571428571428573,442,1400,2026-07-01 16:00:00
5148,18,5,28.499999999999996,399,1400,2026-07-01 10:00:00
5149,19,96,5.285714285714286,74,1400,2026-07-02 12:00:00
5150,46,112,65.78571428571428,921,1400,2026-07-04 18:00:00
5151,49,79,33.07142857142858,463,1400,2026-07-02 11:00:00
5152,13,149,5.714285714285714,80,1400,2026-07-01 23:00:00
5153,86,184,87.57142857142857,1226,1400,2026-07-01 16:00:00
5154,72,149,8.785714285714285,123,1400,2026-07-01 18:00:00
5155,64,509,60.14285714285714,842,1400,2026-07-05 14:00:00
5156,53,182,41.42857142857143,580,1400,2026-07-06 17:00:00
5157,99,214,4.285714285714286,60,1400,2026-07-04 10:00:00
5158,42,500,16.785714285714285,235,1400,2026-07-05 10:00:00
5159,47,78,3.571428571428571,50,1400,2026-07-06 11:00:00
5160,88,155,29.642857142857142,415,1400,2026-07-05 09:00:00
5161,9,226,7.142857142857142,100,1400,2026-07-04 06:00:00
5162,77,152,92.64285714285714,1297,1400,2026-07-05 12:00:00
5163,27,93,77.14285714285715,1080,1400,2026-07-03 11:00:00
5164,50,145,10.0,140,1400,2026-07-05 23:00:00
5165,4,12,9.214285714285714,129,1400,2026-07-01 06:00:00
5166,10,9,30.214285714285715,423,1400,2026-07-01 12:00:00
5167,64,34,6.714285714285714,94,1400,2026-07-06 11:00:00
5168,29,58,7.214285714285714,101,1400,2026-07-05 08:00:00
5169,56,168,61.78571428571429,865,1400,2026-07-06 15:00:00
5170,47,5,6.5,91,1400,2026-07-05 06:00:00
5171,43,130,8.928571428571429,125,1400,2026-07-04 04:00:00
5172,76,116,3.571428571428571,50,1400,2026-07-02 09:00:00
5173,78,84,88.71428571428571,1242,1400,2026-07-01 05:00:00
5174,96,209,23.0,322,1400,2026-07-04 11:00:00
5175,94,21,82.85714285714286,1160,1400,2026-07-05 13:00:00
5176,28,514,10.5,147,1400,2026-07-03 16:00:00
5177,70,194,10.357142857142858,145,1400,2026-07-07 10:00:00
5178,51,93,5.071428571428571,71,1400,2026-07-01 10:00:00
5179,95,192,17.785714285714285,249,1400,2026-07-04 00:00:00
5180,98,74,6.357142857142857,89,1400,2026-07-01 13:00:00
5181,9,179,70.78571428571429,991,1400,2026-07-01 06:00:00
5182,1,75,9.0,126,1400,2026-07-01 14:00:00
5183,41,39,68.92857142857143,965,1400,2026-07-06 23:00:00
5184,5,518,11.142857142857142,156,1400,2026-07-07 09:00:00
5185,14,66,56.285714285714285,788,1400,2026-07-05 17:00:00
5186,68,145,75.14285714285714,1052,1400,2026-07-01 14:00:00
5187,30,518,8.5,119,1400,2026-07-02 16:00:00
5188,77,229,75.92857142857142,1063,1400,2026-07-07 06:00:00
5189,96,29,83.07142857142857,1163,1400,2026-07-02 23:00:00
5190,68,106,87.07142857142857,1219,1400,2026-07-01 05:00:00
5191,22,189,79.64285714285714,1115,1400,2026-07-03 02:00:00
5192,34,11,20.92857142857143,293,1400,2026-07-01 18:00:00
5193,23,107,7.000000000000001,98,1400,2026-07-02 12:00:00
5194,79,79,8.357142857142858,117,1400,2026-07-06 01:00:00
5195,11,94,20.5,287,1400,2026-07-06 18:00:00
5196,100,501,14.142857142857142,198,1400,2026-07-07 03:00:00
5197,73,215,62.21428571428571,871,1400,2026-07-06 01:00:00
5198,7,78,9.285714285714286,130,1400,2026-07-08 00:00:00
5199,47,187,8.071428571428571,113,1400,2026-07-01 02:00:00
5200,48,79,9.214285714285714,129,1400,2026-07-03 12:00:00
5201,89,24,9.642857142857144,135,1400,2026-07-06 09:00:00
5202,1,101,16.5,231,1400,2026-07-01 05:00:00
5203,87,65,71.42857142857143,1000,1400,2026-07-04 02:00:00
5204,96,500,76.14285714285714,1066,1400,2026-07-06 13:00:00
5205,93,89,9.357142857142858,131,1400,2026-07-07 09:00:00
5206,92,163,34.785714285714285,487,1400,2026-07-07 20:00:00
5207,23,515,66.78571428571428,935,1400,2026-07-03 04:00:00
5208,43,58,51.42857142857142,720,1400,2026-07-06 15:00:00
5209,18,27,6.071428571428571,85,1400,2026-07-06 08:00:00
5210,47,190,25.428571428571427,356,1400,2026-07-03 09:00:00
5211,54,514,63.92857142857142,895,1400,2026-07-01 02:00:00
5212,27,117,62.5,875,1400,2026-07-01 01:00:00
5213,45,94,19.214285714285715,269,1400,2026-07-01 19:00:00
5214,95,4,8.857142857142856,124,1400,2026-07-04 18:00:00
5215,62,128,22.142857142857142,310,1400,2026-07-05 08:00:00
5216,21,134,6.071428571428571,85,1400,2026-07-04 19:00:00
5217,34,27,10.285714285714285,144,1400,2026-07-07 06:00:00
5218,41,514,19.857142857142858,278,1400,2026-07-03 10:00:00
5219,99,196,10.285714285714285,144,1400,2026-07-07 15:00:00
5220,2,150,30.28571428571429,424,1400,2026-07-02 07:00:00
