Station ID,Distance from Start (km),Latitude,Longitude,Year_Opened,Month_Opened,Station_Age_Days,Station_Layout_Encoded,Line_Encoded
1,-0.6380578630518153,0.8815862663069827,0.09862044481537145,2008,4,0.8928186373046917,1,10
2,1.9731372745997484,0.8378149644429228,0.08648603875079501,2018,10,-1.0726930632326004,1,8
3,-0.6595197408955269,-1.117083780464116,0.022361468545631907,2013,11,-0.15002280380939492,1,9
4,0.32772663991520146,-0.449184177173306,0.08205755537989178,2017,12,-0.9148410872827143,1,6
5,-0.6452118223330526,0.26209618704266147,0.0013744854468611312,2005,12,1.3144361730676135,1,1
6,0.4064201920088101,-0.230604666693009,0.06303297365328336,2018,6,-0.9988590744818472,2,8
7,-0.5522103516769695,-1.0176576522386407,0.13829004444933768,2019,1,-1.1164842565606334,1,0
8,-0.2946678175524317,-0.34291316077786754,0.07139032199001194,2010,3,0.5348510918441434,1,11
9,-0.2803598989899573,0.5910940173443727,0.06865198056975651,2005,3,1.4661777499484716,2,12
10,-0.4592088810208863,0.4580193864515698,0.03498476958667495,2018,3,-0.9550678811538144,1,8
11,0.01295243154076618,0.21185243703329765,0.06361426849126743,2005,3,1.4661777499484716,2,12
12,-0.24459010258377148,-2.0536261836141296,-0.023094999030644867,2019,1,-1.1164842565606334,1,0
13,0.07018410579066352,1.0158116765395224,-0.02272612423474707,2018,6,-1.0070062732405511,1,4
14,-0.4520549217396492,-0.12208200626061105,0.07258529795330805,2010,3,0.5348510918441434,2,11
15,-0.9671399899887249,0.9015652875989497,0.11456016996352393,2019,8,-1.213232241820241,1,10
16,-1.374915669019243,1.4151924438085344,0.053181396713778833,2018,3,-0.9550678811538144,1,8
17,0.24187912854035556,-0.30199138163538725,0.054941627662765134,2018,6,-0.9988590744818472,2,8
18,-0.30182177683366884,0.9656085164591732,-0.0042438874007305815,2018,6,-1.0070062732405511,1,4
19,-0.8025989265202701,-1.117083780464116,0.022361468545631907,2013,11,-0.15002280380939492,1,9
20,-1.0386795828010964,1.327307568246226,0.04917352397858665,2009,4,0.7089974653114371,1,12
21,2.0017531117246974,-0.2278352268043753,0.1138415817938814,2009,12,0.5801698849394333,1,1
22,1.3865126135383015,-1.2579418045079296,0.03362490087602557,2010,6,0.4824034998349877,1,12
23,-1.1817587684258397,-0.22553147407469615,0.01227210880890248,2006,1,1.3118901734555184,1,1
24,-1.2246825241132626,1.2311730638614304,0.05094588584974128,2018,3,-0.9550678811538144,2,8
25,0.8928894231329371,-0.9040415042234032,0.054754723667202417,2010,6,0.4824034998349877,1,12
26,0.6925785632582965,0.4805138863193444,0.06239142136847867,2005,12,1.3144361730676135,1,1
27,-0.487824718145835,0.3223228655473926,0.01253688482409266,2005,12,1.3144361730676135,1,1
28,-1.374915669019243,-0.20006403616053703,0.005218440925283818,2019,4,-1.1546742507420575,1,3
29,0.4064201920088101,-1.3278442444773209,0.16537187180282428,2019,1,-1.1164842565606334,1,0
30,1.908751641068614,-0.31033151502944223,0.11032284790779681,2009,12,0.5801698849394333,1,1
31,2.3880669129115044,0.24254226298063436,0.0021305498743419003,2018,10,-1.0726930632326004,1,8
32,-1.374915669019243,0.7906428847397718,0.06927908165836613,2017,5,-0.807399903652308,2,11
33,-0.5164405552707837,-0.05516347458870924,0.07105238418115228,2010,3,0.5348510918441434,2,11
34,-0.051433201990368174,0.3019181985130024,0.06430407968873803,2005,3,1.4661777499484716,2,12
35,-0.32328365467738035,0.37300542560052896,0.016846462860809975,2005,12,1.3144361730676135,1,1
36,0.2704949656653041,-0.500827731222261,0.0806007298731568,2017,12,-0.9148410872827143,2,6
37,-1.374915669019243,-0.4735688513044859,0.010091190578520072,2010,10,0.4156983099981003,2,1
38,-0.11581883552150252,0.4932393775880854,0.026350528248168765,2005,12,1.3144361730676135,1,1
39,0.4278820698525216,-1.019009735685962,0.09406002634321524,2011,1,0.3769991158942572,1,11
40,1.1575859165387121,-1.2568129656703637,0.019361242742980428,2015,6,-0.4412851594330558,1,11
41,-1.3176839947693457,1.5678599431547346,0.0385031550832618,2015,10,-0.5044259498130103,1,12
42,0.4994216626648932,1.025845068189848,0.04608679306465811,2004,3,1.6398149234933466,1,10
43,0.6711166854145852,1.1263325682086538,0.038645193479835444,2004,3,1.6398149234933466,1,10
44,-0.8956003971763533,0.9118641593257678,0.02541684440512997,2010,2,0.5521638892063889,1,4
45,-0.8312147636452188,0.07461459585040302,-0.001196629016433382,2006,1,1.3118901734555184,1,1
46,-0.20882030617758568,-0.5555385674770179,0.055935764050747246,2018,5,-0.9937670752576574,2,6
47,-0.5665182702394438,0.5125667659650684,0.030221267910863037,2018,3,-0.9550678811538144,1,8
48,1.772826414725108,0.6381574915616735,0.09283637792459404,2018,10,-1.0726930632326004,1,8
49,0.4636518662587074,0.5163866073958884,0.05185263918491894,2005,12,1.3144361730676135,1,1
50,-0.12297279480273979,-0.5613703529584818,0.061801667633591385,2018,5,-0.9937670752576574,2,6
51,-0.7382132929891356,-0.9472763608090234,0.13228357964137646,2019,1,-1.1164842565606334,1,0
52,0.05587618722818925,-0.5760309965201704,0.08560809722674648,2010,3,0.5348510918441434,1,11
53,0.6210389704459249,0.535803951831839,0.059423142882396404,2005,12,1.3144361730676135,1,1
54,-0.8812924786138788,0.4983975896523551,0.06277461497256784,2019,8,-1.213232241820241,1,10
55,-1.374915669019243,0.8530636134632488,0.04899236144187446,2010,2,0.5521638892063889,1,4
56,-1.374915669019243,-0.1067236547293517,0.1205376278622432,2019,1,-1.1164842565606334,1,0
57,0.2347251692591183,-1.4513637866674631,0.16680323352146653,2019,1,-1.1164842565606334,1,0
58,-0.022817364865419628,-1.3119724851948762,0.18296162185142859,2019,1,-1.1164842565606334,1,0
59,0.7426562782269569,1.1819517412539875,0.03585459363552756,2004,3,1.6398149234933466,1,10
60,0.1846474542904582,0.6846702591741018,0.039425585945659654,2005,12,1.3144361730676135,1,1
61,0.16318557644674667,1.0295859238128444,-0.02721477447120993,2018,6,-1.0070062732405511,1,4
62,-0.573672229520681,0.9505891456866968,0.009282926953203199,2010,2,0.5521638892063889,1,4
63,-1.28191419836316,-0.6572437653672348,0.12601744620820404,2019,1,-1.1164842565606334,1,0
64,0.27764892494654136,0.8179588099631995,0.05308593799251622,2003,3,1.8368752934694947,1,10
65,0.20610933213416974,-0.7311503469858314,0.0902138063330795,2010,3,0.5348510918441434,1,11
66,-0.39482324748975195,0.9629855294226377,0.0007020937240746941,2010,2,0.5521638892063889,1,4
67,-0.051433201990368174,0.7906428847397718,0.06927908165836613,2002,12,1.8755744875733378,1,10
68,-0.5593643109582066,0.8777466784241581,0.09463486900777242,2008,4,0.8928186373046917,1,10
69,1.3650507356945896,0.09863944574575101,0.09240517624827538,2009,12,0.5801698849394333,1,1
70,-0.6738276594580012,1.0901307395992708,0.06463156581278917,2004,12,1.5053861439747338,2,12
71,0.03441430938447772,0.7863644868132137,0.0652238279520305,2002,12,1.8750652876509188,1,10
72,2.309373360817895,-1.2568129656703637,0.019361242742980428,2019,9,-1.2290174394152296,1,1
73,-0.09435695767779124,-0.4223377786966436,0.01998893609372879,2011,2,0.3566311189974977,2,7
74,-1.2532983612382114,-0.32470254396226206,0.013150050332955954,2010,10,0.4156983099981003,1,1
75,2.395220872192741,-1.2568129656703637,0.019361242742980428,2019,9,-1.2290174394152296,1,1
76,0.4922677033836562,-0.4052214444276445,0.08774189229421227,2017,12,-0.9148410872827143,1,6
77,-0.8598306007701675,0.14734516655180296,0.06579340993523364,2014,6,-0.26408358643124813,2,11
78,2.1519862566306776,-1.2568129656703637,0.019361242742980428,2019,9,-1.2290174394152296,1,1
79,-0.37336136964604044,-0.4447609719322939,0.049390953861585624,2018,5,-0.9937670752576574,2,6
80,0.9286592195391231,-0.07327097104403653,0.0794100391006359,2018,12,-1.1037542585001587,2,8
81,0.15603161716550942,0.7809890637772827,0.05905385001910627,2003,3,1.8368752934694947,1,10
82,-1.2962221169256343,0.730196801213174,0.04465142835073161,2011,8,0.263956733117242,1,5
83,0.9930448530702575,-0.3459146214771174,0.10626480708551388,2017,12,-0.9148410872827143,1,6
84,0.027260350103240707,0.5879126445271874,0.032534441760834365,2005,12,1.3144361730676135,1,1
85,-0.9027543564575904,-1.117083780464116,0.022361468545631907,2013,11,-0.15002280380939492,1,9
86,0.4994216626648932,-1.3278442444773209,0.16537187180282428,2019,1,-1.1164842565606334,1,0
87,0.799887952476854,-1.5110254972408501,0.0671081970453999,2015,6,-0.4412851594330558,1,11
88,0.7712721153519054,-0.8208870009327359,0.05994572712290608,2010,3,0.5353602917665624,2,12
89,2.2378337680055234,-1.2568129656703637,0.019361242742980428,2019,9,-1.2290174394152296,1,1
90,-0.9242162343013018,0.9910342674191566,0.04190939400183972,2018,3,-0.9550678811538144,1,8
91,-0.6022880666456295,1.0157524371836255,0.06692048478620935,2004,12,1.5053861439747338,2,12
92,0.32772663991520146,-0.2333477779790218,0.057852010782786324,2018,6,-0.9988590744818472,2,8
93,0.9572750566640716,0.3070742165270666,0.0742715031026784,2006,11,1.1535289975832133,1,1
94,0.9858908937890203,-0.9732637886249842,0.05069946996086678,2010,8,0.4487963049553345,1,12
95,-0.3375915732398546,-0.5114162175779479,0.03191430846210038,2011,8,0.2685395324190129,2,7
96,-1.374915669019243,-1.117083780464116,0.022361468545631907,2017,3,-0.7778663081520066,1,9
97,-0.7382132929891356,-0.2005094283549648,0.028511692794259375,2018,5,-0.9937670752576574,2,6
98,0.39926623272757306,1.1193148985839716,-0.03836187954967126,2018,6,-1.0070062732405511,1,4
99,-1.2246825241132626,1.4776153665822167,0.04183745157139502,2015,10,-0.5044259498130103,1,12
100,-0.6237499444893411,-1.3119724851948762,0.18296162185142859,2019,1,-1.1164842565606334,1,0
101,-0.4162851253334634,0.28897330222239453,0.009244604108902028,2005,12,1.3144361730676135,1,1
102,-0.22312822474005994,-0.017501505558715783,0.036812284998573856,2018,3,-0.9550678811538144,1,8
103,-0.13728071336521405,-2.046210293874767,-0.03964377869163677,2019,1,-1.1164842565606334,1,0
104,2.1376783380682034,1.0591776276256861,0.08720510421405117,2018,10,-1.0726930632326004,1,8
105,-1.0458335420823337,0.5820984114474839,0.09624791236347328,2010,6,0.49258749828336745,1,2
106,-0.7668291301140843,0.21185243703329765,0.06361426849126743,2010,3,0.5348510918441434,2,11
107,-1.28191419836316,0.3862794294239759,0.08646165148624016,2010,6,0.49258749828336745,1,2
108,-1.238990442675737,0.3683979201411706,0.06361078459632961,2011,2,0.3566311189974977,2,7
109,-1.2032206462695512,0.45199123347557146,0.08971560935712962,2010,6,0.49258749828336745,1,2
110,-0.13012675408397706,-0.4821256471576022,0.0774209441254679,2010,3,0.5348510918441434,1,11
111,-1.1030652163322308,-0.16179431521997958,0.00958254191776168,2006,1,1.3118901734555184,1,1
112,-1.2246825241132626,0.6617424343881657,0.04224405694946019,2011,8,0.262429133349985,0,5
113,-1.196066686988314,0.8948492998793246,0.1263180715022936,2019,8,-1.213232241820241,1,10
114,1.5868234734129416,-0.11308640036372222,0.09827205532170329,2009,12,0.5801698849394333,1,1
115,-0.5593643109582066,0.2722985205598566,0.005513352631679708,2005,12,1.3144361730676135,1,1
116,-1.374915669019243,0.30586748890676035,0.08312756403180559,2009,10,0.6142862797415055,0,2
117,-0.9671399899887249,0.565204224763118,0.09988858257233703,2010,6,0.49258749828336745,1,2
118,-0.7596751708328472,-1.117083780464116,0.022361468545631907,2014,7,-0.26866638573301904,1,9
119,-1.2676062798006855,-7.400163999911399,0.17391156371664485,2017,5,-0.807399903652308,2,11
120,0.9000433824141744,0.3340610342176941,0.07134503135583513,2006,11,1.1535289975832133,2,1
121,-1.2747602390819228,0.8348529966476043,0.04388148756971591,2010,2,0.5521638892063889,1,4
122,-1.153142931300891,0.07072125373725342,0.018479050867104,2018,5,-0.9937670752576574,2,6
123,0.8714275452892256,-0.4660893341087768,0.10182737010462015,2017,12,-0.9148410872827143,1,6
124,-0.4520549217396492,-2.046210293874767,-0.03964377869163677,2019,1,-1.1164842565606334,1,0
125,-1.1316810534571795,0.5077201090318386,0.09271175900270455,2010,6,0.49258749828336745,1,2
126,-1.2676062798006855,0.23993957090862564,-0.006576633772456859,2019,4,-1.1546742507420575,1,3
127,-0.7239053744266614,0.2217256630176536,-0.0025588319366904072,2005,12,1.3144361730676135,1,1
128,0.6854246039770595,0.6175081879279177,0.0671081970453999,2015,6,-0.4412851594330558,1,11
129,-1.374915669019243,1.6366225740354943,0.03795726358562791,2015,10,-0.5044259498130103,1,12
130,0.7927339931956169,-0.25237458147599195,0.07987984233284899,2018,12,-1.1037542585001587,2,8
131,0.6568087668521108,-0.5441306033646388,0.09313951162303764,2017,12,-0.9148410872827143,1,6
132,1.8229041296937682,-0.3437907808653736,0.10621881967234653,2009,12,0.5801698849394333,1,1
133,-0.07289507983407971,-0.4975937011997949,0.07979347657736606,2010,3,0.5348510918441434,1,11
134,0.8642735860079885,-1.6845233093639027,0.09510522966317693,2015,6,-0.4412851594330558,1,11
135,-1.0100637456761479,1.1038627514058559,0.04296536952494586,2018,3,-0.9550678811538144,2,8
136,1.8229041296937682,0.6847371777057762,0.09088456062524883,2018,10,-1.0726930632326004,1,8
137,-1.374915669019243,0.36774189912573674,0.0169347795974555,2018,5,-0.9937670752576574,2,6
138,1.89444372250614,-1.4936925005127117,0.015107999287392124,2010,6,0.4824034998349877,1,12
139,0.12741578004056087,-0.18535183241872874,0.05101336889466438,2018,6,-0.9988590744818472,1,8
140,0.09879994291561232,0.6287219785959678,0.03564904383426052,2005,12,1.3144361730676135,1,1
141,-0.015663405584182364,-0.5712863629220967,0.06436877561770889,2018,5,-0.9937670752576574,2,6
142,-0.39482324748975195,0.8378149644429228,0.08648603875079501,2002,12,1.8750652876509188,1,10
143,-0.8312147636452188,1.1776733433274293,0.057245708546951816,2009,4,0.7089974653114371,1,12
144,0.9644290159453089,1.3744796479493768,0.027110017344371008,2004,3,1.6398149234933466,1,10
145,-0.022817364865419628,1.00309386444652,-0.01815382568085398,2018,6,-1.0070062732405511,1,4
146,-0.8240608043639817,0.8215800898492795,0.03928884306939229,2018,3,-0.9550678811538144,1,8
147,-1.2962221169256343,-1.117083780464116,0.022361468545631907,2017,3,-0.7778663081520066,1,9
148,0.3849583141650988,-0.2908044680825581,0.062151032617848274,2010,2,0.549617889594294,2,12
149,0.8285037896018027,0.3795875762568052,0.06795171768747742,2005,12,1.3144361730676135,2,1
150,0.9501210973828345,-0.5503984563270307,0.0011362183882469934,2015,6,-0.4412851594330558,1,11
151,-0.8598306007701675,-0.2005094283549648,0.028511692794259375,2018,5,-0.9937670752576574,1,6
152,-0.3518994918023289,0.6847799616850352,0.0699654089608989,2005,3,1.4661777499484716,2,12
153,1.2434334279135582,0.11445745079783179,0.09385179394284776,2018,10,-1.0726930632326004,1,8
154,-1.2318364833945,0.2229927270189791,0.019462171179295714,2018,5,-0.9937670752576574,2,6
155,-0.6380578630518153,0.9531123034382818,0.012331335022830573,2010,2,0.5521638892063889,1,4
156,0.799887952476854,1.2305499535993116,0.03365277203552318,2004,3,1.6398149234933466,1,10
157,-1.0959112570509937,0.18512890536891807,-0.016347809384608527,2019,4,-1.1546742507420575,2,3
158,-0.15158863192768832,0.9852375867412133,-0.01155107831889353,2018,6,-1.0070062732405511,1,4
159,0.12026182075932361,-0.6273717716389462,0.088447471600169,2010,3,0.5348510918441434,1,11
